Municipal_Status,town_code,town_hebrew,town_english,town_eshkol_19,town_eshkol17,STAT19,Pop2019,SocioIndex19,SocioRank19,Eshkol19,Eshkol17,Eshkol08,population,index_value,rank,District,SocioRank17,Difference1917
0,6600,חולון,HOLON,7,7,514,4002.12734916904,-0.392511922235691,433,4,4,4,4210.1371096331322,-0.30008241569922955,454,NA,NA,NA
0,6600,חולון,HOLON,7,7,615,2616.29407278797,-0.341131244319143,462,5,4,5,2739.2986740366723,-0.19244160586093115,504,NA,NA,NA
0,6600,חולון,HOLON,7,7,626,4006.62247791413,-0.172607149665817,563,5,4,5,4015.9905531184891,-0.025576397701266507,604,NA,NA,NA
0,6600,חולון,HOLON,7,7,212,3862.43077201572,-0.0373981730855396,647,5,5,5,3908.5137532515892,0.08345063539283691,679,NA,NA,NA
0,6600,חולון,HOLON,7,7,622,4256.09288405003,1.62899132767428e-4,671,5,5,5,4276.6290958452237,0.07740575094953953,676,NA,NA,NA
0,6600,חולון,HOLON,7,7,216,3099.61046200146,0.00467805017629787,675,5,5,6,2995.3377495370391,0.2428922690336752,784,NA,NA,NA
0,6600,חולון,HOLON,7,7,624,3427.3912416006,0.0268107324829922,691,5,5,5,3433.6609989654398,0.14522819960579125,722,NA,NA,NA
0,6600,חולון,HOLON,7,7,215,2400.52911350361,0.0383708701971251,699,5,5,5,2024.196927634355,0.11667171271328326,697,NA,NA,NA
0,6600,חולון,HOLON,7,7,614,4650.57483017378,0.127439110990409,768,6,6,6,4520.0058985738242,0.16549538088994453,738,NA,NA,NA
0,6600,חולון,HOLON,7,7,223,2908.99861761764,0.151044604288718,779,6,6,6,3006.2411563863316,0.2565295701493186,796,NA,NA,NA
0,6600,חולון,HOLON,7,7,623,3894.05881119798,0.171730042795156,795,6,6,6,3892.5322765055025,0.2781774849960667,807,NA,NA,NA
0,6600,חולון,HOLON,7,7,521,4563.27378890375,0.192905835119035,800,6,5,6,4506.0025131387965,0.258082673726142,798,NA,NA,NA
0,6600,חולון,HOLON,7,7,613,2368.84346600024,0.202856375845417,802,6,6,6,2390.4737653799348,0.1817752113637321,749,NA,NA,NA
0,6600,חולון,HOLON,7,7,314,3026.04881931258,0.205654504613515,803,6,6,6,3052.2241180385495,0.22450927486300418,773,NA,NA,NA
0,6600,חולון,HOLON,7,7,611,4023.1918526611,0.219502773694944,811,6,6,6,4135.6623568922632,0.30227360544598136,822,NA,NA,NA
0,6600,חולון,HOLON,7,7,211,4124.98583526228,0.241761361143744,829,6,6,6,4164.1454927790965,0.3266173127600447,838,NA,NA,NA
0,6600,חולון,HOLON,7,7,331,2606.26416887364,0.246816198774503,832,6,6,6,2648.7500335355353,0.22105109776209614,770,NA,NA,NA
0,6600,חולון,HOLON,7,7,332,1946.5914575726,0.25102655939731,836,6,6,6,1966.7691413689827,0.2716576647636373,804,NA,NA,NA
0,6600,חולון,HOLON,7,7,324,3543.38376496376,0.283944882419148,853,6,6,6,3484.1010846880099,0.31489682600029956,830,NA,NA,NA
0,6600,חולון,HOLON,7,7,625,4515.68228835642,0.297281298677592,864,6,6,6,4577.569539415309,0.4075626954177734,896,NA,NA,NA
0,6600,חולון,HOLON,7,7,612,2473.1676574761,0.301550328838318,869,6,6,6,2549.2369247308106,0.3768006857079174,873,NA,NA,NA
0,6600,חולון,HOLON,7,7,513,1294.77873894747,0.303466401311263,871,6,6,6,1392.6544118848508,0.4386808634143906,912,NA,NA,NA
0,6600,חולון,HOLON,7,7,333,2567.15990289823,0.319960337988356,885,6,6,6,2669.1354786985135,0.3898862480922847,882,NA,NA,NA
0,6600,חולון,HOLON,7,7,523,4271.7558403424,0.320393090292113,886,6,6,6,4114.3697132270354,0.3982238311305869,888,NA,NA,NA
0,6600,חולון,HOLON,7,7,335,4250.99664220211,0.321896700532713,888,6,6,6,4286.7917021613857,0.4417368908119998,917,NA,NA,NA
0,6600,חולון,HOLON,7,7,225,4549.99741029299,0.332778553507411,898,6,6,6,4510.4118084953507,0.3593503804687244,864,NA,NA,NA
0,6600,חולון,HOLON,7,7,412,3136.0870129395,0.403155315894017,936,6,6,6,3209.2933995546132,0.4849063428426376,942,NA,NA,NA
0,6600,חולון,HOLON,7,7,334,2092.62741043094,0.474058201189464,971,7,7,6,1999.2621878973544,0.392312291672468,883,NA,NA,NA
0,6600,חולון,HOLON,7,7,323,3734.52516218681,0.484817755220591,977,7,6,6,3683.7870729320198,0.47856119893625976,940,NA,NA,NA
0,6600,חולון,HOLON,7,7,224,2145.33185996444,0.493803422457013,981,7,7,7,2114.9047511326839,0.6760712603355711,1046,NA,NA,NA
0,6600,חולון,HOLON,7,7,213,4460.18575150477,0.511390352930135,989,7,7,7,4519.6117807465089,0.5712471986435621,988,NA,NA,NA
0,6600,חולון,HOLON,7,7,313,3594.34521862307,0.539838476871668,1003,7,7,7,3575.098256826212,0.5863023208501634,999,NA,NA,NA
0,6600,חולון,HOLON,7,7,321,3776.61267985998,0.546687847967408,1008,7,7,7,3522.7175078228233,0.5829382945297638,997,NA,NA,NA
0,6600,חולון,HOLON,7,7,222,1862.46147028537,0.577266522131762,1020,7,7,7,1844.6280967771625,0.6452014423311109,1032,NA,NA,NA
0,6600,חולון,HOLON,7,7,427,4154.26164659861,0.601960754182748,1035,7,7,7,4224.439862509058,0.7280398924393666,1073,NA,NA,NA
0,6600,חולון,HOLON,7,7,221,1640.22147089241,0.662554724267478,1060,7,7,7,1630.8437269232206,0.675117832622891,1044,NA,NA,NA
0,6600,חולון,HOLON,7,7,214,4310.34445116244,0.735489629727593,1104,7,7,7,4360.8261857695297,0.7580764261141014,1086,NA,NA,NA
0,6600,חולון,HOLON,7,7,423,2925.63730839801,0.769419498917695,1115,7,7,7,3085.7228521550119,0.9166554185647412,1171,NA,NA,NA
0,6600,חולון,HOLON,7,7,522,3064.10288052446,0.78245808952704,1123,7,7,7,3093.2199838810798,0.8805996520854175,1161,NA,NA,NA
0,6600,חולון,HOLON,7,7,311,2430.37314331711,0.812536136216413,1133,7,7,7,2369.2977055900678,0.8429495353585768,1132,NA,NA,NA
0,6600,חולון,HOLON,7,7,426,2773.42126593603,0.827454247423774,1141,7,7,8,2859.504307040901,0.9871624897440632,1207,NA,NA,NA
0,6600,חולון,HOLON,7,7,425,3211.83929969883,0.876391397508744,1161,7,7,8,3335.8536956376934,0.9973688196968806,1211,NA,NA,NA
0,6600,חולון,HOLON,7,7,312,2463.61565239634,0.921613256025159,1183,7,7,7,2299.0039954276676,0.8000890956435354,1106,NA,NA,NA
0,6600,חולון,HOLON,7,7,322,2850.12943049561,0.967351524811781,1219,7,7,7,2365.8035878391361,0.8547757810775668,1139,NA,NA,NA
0,6600,חולון,HOLON,7,7,415,4574.868741749,0.970540550705277,1222,7,8,8,3803.0128260087213,1.1769359362154348,1297,NA,NA,NA
0,6600,חולון,HOLON,7,7,422,4325.51534452061,0.995824146619825,1230,7,8,8,3861.8763745094525,1.1025331538841172,1263,NA,NA,NA
0,6600,חולון,HOLON,7,7,424,2103.63457631846,1.0041189527631,1235,7,7,8,2254.1268349139123,1.0209626160036478,1226,NA,NA,NA
0,6600,חולון,HOLON,7,7,414,6623.49529193829,1.02254382060181,1242,7,8,8,6278.3789460198559,1.1386428504142296,1281,NA,NA,NA
0,6600,חולון,HOLON,7,7,413,5996.40406814604,1.06310289599748,1259,8,8,8,5914.2817951361721,1.133105866722628,1276,NA,NA,NA
0,6600,חולון,HOLON,7,7,411,5035.75916540898,1.07745543205858,1265,8,7,7,1827.0280789939143,0.6922564207791435,1056,NA,NA,NA
0,6600,חולון,HOLON,7,7,416,13424.3835789283,1.11861893832051,1280,8,8,8,11280.108038266255,1.1779769244621465,1298,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,641,3800.02522354462,-1.82594052230457,85,1,1,2,3550.5964264365975,-1.520398639696749,106,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,642,4635.49114184806,-1.71306057851697,107,1,2,2,4340.6373176232846,-1.4174134817051756,130,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,643,2426.69482069773,-1.70770338860837,109,1,1,1,2302.9684165119997,-1.627196000316902,89,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,314,1402.06964419443,-1.59618304039343,126,2,1,2,1338.9415095410723,-1.4574187417684032,122,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,311,753.480078373507,-1.42164306006624,155,2,2,2,778.92956795596649,-1.3630199526680085,146,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,634,1558.34221833579,-1.34336938133349,173,2,2,2,1595.0252681495715,-1.2901264895456837,162,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,633,1519.33669735507,-1.25434939649267,186,2,2,2,1615.4600688946834,-1.3999041578706612,135,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,711,1658.47309936076,-1.20231131865951,197,2,2,2,1748.2682732208623,-1.1190001947897346,188,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,713,5169.6106676081,-1.0862518513759,224,2,3,2,4961.8795763603148,-0.9981210490905033,211,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,631,4671.96441935615,-0.998282672087272,246,3,3,2,4421.2644377423239,-0.8766025211629074,250,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,324,1348.70366557838,-0.969386964313532,252,3,3,3,1249.0548831279925,-0.6557327056281036,313,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,111,2364.77828228629,-0.941742191787568,260,3,3,2,2231.3241749892941,-0.9224509566356073,235,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,431,336.992638013809,-0.848902359115727,288,3,6,7,303.44430808194807,0.8459196976602584,1135,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,632,2672.1842004645,-0.83148478235065,293,3,3,3,2703.3631413326898,-0.7863217506820259,271,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,622,3220.97279835573,-0.735378395535106,320,3,4,3,3342.2224941065397,-0.5024547101273117,367,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,426,3842.33652860237,-0.673501114819013,339,3,3,3,3989.6932357665546,-0.6098823616694394,329,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,712,3965.44537431002,-0.631086963878774,353,4,4,4,3985.4588179960033,-0.40301850600356476,405,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,331,1311.36606898157,-0.529498170073838,379,4,4,3,1378.3580087011758,-0.5120805357033383,364,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,332,2210.82935592486,-0.504063119206519,387,4,4,3,2349.0160912106103,-0.49169974439395003,375,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,644,732.493550936912,-0.473384864208274,398,4,4,5,698.86061291861211,-0.11500902840027187,549,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,334,3652.19432044961,-0.445676120871418,414,4,4,4,3697.5790984335731,-0.4017821337288693,406,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,418,1408.54136755949,-0.42230293702753,425,4,4,3,1423.3664010144862,-0.47341431550942425,381,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,122,4734.87694667004,-0.367987026630904,447,5,4,4,4824.3176155829833,-0.22698590142490602,493,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,613,2964.58225779695,-0.353558284863342,452,5,4,4,2824.1496581768383,-0.4202710447403543,401,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,121,4926.0051338161,-0.344796626889318,459,5,4,5,4803.8786641225643,-0.052141094926134335,577,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,414,3514.70572332684,-0.335144940218134,463,5,4,4,3642.0239770273442,-0.39837741097177387,407,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,412,2970.51257717659,-0.327642474235104,469,5,4,4,3044.7307147831398,-0.2610327986885101,480,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,333,1062.83090400464,-0.319365520631301,475,5,4,4,1112.031739874222,-0.30654544710336046,451,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,812,4444.65607586644,-0.305755865909157,484,5,5,5,4356.4760028755745,-0.13823646810447968,538,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,411,3597.02067803625,-0.258410773520581,514,5,4,4,3673.0351496879648,-0.4092848018881908,403,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,714,5053.42993783435,-0.210807975353196,548,5,5,5,5007.1416074628451,0.07400149393799726,670,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,424,3530.89970584189,-0.142470830589616,586,5,5,5,3671.5683340557421,-0.0876462640419215,561,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,112,5696.70338800708,-0.118109282809113,593,5,5,5,5458.6420144443737,-0.046290575470803064,581,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,417,3403.933272338,-0.081603174307142,625,5,5,4,3221.8742649467272,-0.31635764697404817,444,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,612,1862.81842246879,-0.0243789976140839,654,5,5,5,1939.3345673641636,0.07579496390874683,674,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,423,4705.87501870147,-0.0123621750913474,663,5,5,5,4798.9027496528761,0.05932486715655487,656,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,722,3730.3114880882,0.0376611558757035,698,5,6,6,3554.035043151971,0.16051942157019575,733,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,733,2545.06908757333,0.057013095227417,713,5,6,6,2571.6274043654275,0.1647302175531571,737,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,721,3842.48662842927,0.0765134708192781,724,5,5,5,4037.9910130690246,0.07310616482290395,669,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,621,3667.79270043291,0.0919653274675018,735,5,5,6,3753.9912939884698,0.15543656524160718,730,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,422,4029.82948233297,0.119412994662353,759,6,6,6,3987.6746521682244,0.1772699939658723,743,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,732,3994.33303185575,0.139094545321241,772,6,6,6,4001.2550179255309,0.3838484955497377,877,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,413,3784.51676289262,0.153088833188516,780,6,5,6,3819.1714172205766,0.2037865667214409,757,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,623,3685.02436110747,0.164986810003006,791,6,6,6,3610.9286618381175,0.39265369165430636,884,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,135,4770.95036739464,0.167367236693187,792,6,6,6,4870.4536548280639,0.32676082536043816,839,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,945,625.440799430327,0.212853497534848,807,6,5,5,641.27034069236333,-0.058608855571724947,574,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,811,3429.66921665023,0.24999729351919,833,6,6,6,3515.5801660265943,0.3053605910132875,824,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,421,1982.84125940134,0.304217820053223,872,6,5,6,1951.1607249206604,0.3248079257824313,836,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,731,2478.67543608913,0.309281844572695,876,6,6,6,2217.7561984127128,0.32475887845059725,835,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,527,2534.03161182604,0.541848912451471,1005,7,6,7,2427.7558870139528,0.5588603468454415,981,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,723,4979.53290856926,0.542999587651029,1006,7,7,7,5062.9452299340501,0.5916697623386933,1003,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,611,3119.12185920543,0.593817924883236,1030,7,7,7,3229.3846608082599,0.5764510592288398,994,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,133,3277.76259979674,0.666271109829666,1064,7,7,7,3315.100887443346,0.8654945171422828,1150,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,715,825.648844254693,0.690123777409027,1075,7,7,7,871.70748789403456,0.8178262480397875,1115,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,521,1732.87456024464,0.693289753346635,1077,7,7,7,1710.6553337766843,0.6084696725999419,1014,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,821,4689.23002406057,0.72191861057898,1096,7,7,7,3940.8082432172005,0.6984070270558278,1060,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,131,3121.8246467498,0.78634243012537,1125,7,7,8,3040.4157346409606,0.9853135495947855,1205,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,134,4779.1913512374,0.848822135695999,1150,7,8,8,4696.2425664875982,1.0253814051588983,1228,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,132,3216.02244665586,0.888693326178798,1171,7,8,8,3271.7234374668551,1.0185364794247018,1223,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,911,3709.3077464656,0.90340580746174,1175,7,8,8,3807.6660965004235,1.1382342856978946,1280,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,523,1730.31062300198,0.971955466237716,1223,7,8,8,1851.0630148385735,1.0632299273394215,1246,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,531,4211.11660453839,1.15564528521857,1301,8,8,8,4364.613525363703,1.176123493251517,1296,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,528,3575.33116026933,1.18700752673308,1313,8,9,8,3954.8930409604286,1.1739712185362885,1295,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,522,1846.87793898393,1.25792045450931,1340,8,9,8,1841.9599402132153,1.3964656112790894,1400,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,822,1909.91890708104,1.26453848117497,1345,8,9,8,2050.1258274012694,1.3283977955523356,1368,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,526,3709.68720983418,1.27417980745378,1349,8,9,8,3570.8775129641313,1.4778555734425767,1434,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,532,3799.73045975434,1.28092250809653,1351,8,9,8,3624.8420901131494,1.255056566147542,1335,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,533,4246.87320699643,1.34567880053446,1395,8,9,8,4158.8423896951708,1.4371917810539179,1415,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,425,2637.68730389057,1.36945661620925,1403,8,9,8,1820.3781246255244,1.4684063990685514,1430,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,524,2497.24732684268,1.37092409875313,1406,8,9,8,2414.6011980831404,1.412029461450091,1405,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,824,2616.95593969475,1.37922612869074,1410,8,9,8,2685.5267490068481,1.4340832138132826,1413,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,912,3725.53900160624,1.40073959327252,1419,9,9,8,3584.0849871460282,1.400399280215045,1402,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,921,2544.29466903846,1.48841243568517,1446,9,9,8,2484.24746799073,1.4304777710062957,1410,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,823,2194.6126220603,1.61497954475061,1489,9,9,9,2213.9577009996515,1.6874081072510512,1503,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,813,2678.61430175734,1.63468982851877,1496,9,9,9,2732.7338048090501,1.7203203879732247,1510,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,933,3540.05687585309,1.63569539719191,1497,9,9,9,3610.9973831667235,1.6445205313996583,1490,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,922,3702.71231267808,1.66899619287066,1510,9,9,9,3816.4202793681743,1.793154912768216,1535,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,525,3709.37117845901,1.68395319984846,1512,9,9,8,3706.9329540642848,1.5758791748191519,1468,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,513,3119.20320772449,1.75995128883226,1534,9,9,9,3044.4345522836384,1.8833674023609182,1551,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,514,2845.997594115,1.82277957820562,1553,9,10,9,2927.4582181311698,2.092412603300388,1590,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,512,3644.24000100254,1.83592481999563,1557,10,9,9,3420.9731113997177,1.9713143888866425,1572,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,511,5640.23936965554,1.86381701650168,1565,10,10,9,5616.8388790803392,1.9326556180786736,1561,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,934,3364.5863371337,1.86889014688526,1568,10,10,9,3465.4107405806053,2.0162995492624627,1581,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,932,4861.66380224849,1.91365249899729,1579,10,10,9,4871.9911893855187,1.9375174491378735,1562,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,942,1956.99003856496,1.92704556201954,1584,10,9,9,2033.8709198601814,1.948968252848192,1564,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,943,3669.31271218601,2.05312396387958,1603,10,10,9,3093.4728732705403,2.151203335226766,1596,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,931,3060.02981125889,2.06255508643446,1604,10,10,9,3233.6163936153921,2.1747484367228584,1598,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,941,2131.94685682511,2.17275418095866,1619,10,10,9,2236.3427444845584,2.3396063049428157,1609,NA,NA,NA
0,4000,חיפה,HAIFA,7,7,944,4915.18941465762,2.51706402512865,1632,10,10,10,4878.2924590633093,2.7592486469695396,1622,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,34,2168.07520042074,-1.60652310859135,121,2,2,2,2141.3046775079824,-1.357516842258573,147,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,32,2850.55545000156,-1.55557257579033,133,2,2,2,2460.2844318175721,-1.2897778932957946,163,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,33,1653.33857814556,-1.30381792861258,179,2,2,2,1704.4542180891438,-1.130905841219588,186,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,15,823.243528750504,-1.18537811934961,202,2,3,2,842.82294670863814,-1.0088005056530962,207,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,13,3048.92859226229,-1.13542670173594,211,2,3,3,2885.5807397609647,-0.8135966450284509,266,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,12,5049.79553073734,-1.01473601454862,244,3,3,3,4725.1167162268721,-0.7860995367920998,272,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,36,3232.46598065353,-0.933709043199432,261,3,3,3,2392.568990585447,-0.5368013189964872,353,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,23,2387.86942086681,-0.898051930203131,274,3,3,3,2407.1613939437921,-0.6532409273567562,315,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,14,1331.57367636754,-0.855032201898475,286,3,3,3,1223.4564403852369,-0.8196368186458566,260,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,22,1726.4419698512,-0.472929360225352,399,4,4,3,1740.2000172857345,-0.5017204867654245,368,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,21,4892.4989012385,-0.258764691946941,513,5,4,4,4640.2441538066032,-0.2298967502523826,491,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,31,3151.60851392253,-0.122457227583036,592,5,5,5,3175.6030669453148,0.07869071161992795,677,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,25,2982.58908158779,0.0432463123840304,702,5,5,6,2827.5872953964636,0.15301276959047128,727,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,11,6383.88638623798,0.0875835633819327,732,5,5,6,6044.2155184424946,0.17765178257184108,745,NA,NA,NA
0,6700,טבריה,TIBERIAS,4,4,24,2632.29856590729,0.305559057889131,874,6,6,6,2602.9042100713741,0.2474862856409043,787,NA,NA,NA
0,2100,טירת כרמל,TIRAT KARMEL,5,5,7,2397.32176734268,-0.97934770941513,251,3,3,2,2459.4715449464816,-0.8998342854433109,243,NA,NA,NA
0,2100,טירת כרמל,TIRAT KARMEL,5,5,3,4370.69474417629,-0.580691847421033,366,4,4,3,4055.2828312185429,-0.5679639325582165,341,NA,NA,NA
0,2100,טירת כרמל,TIRAT KARMEL,5,5,4,1877.94904957095,-0.257322609244434,517,5,4,4,1999.8148382639695,-0.23278022817791394,489,NA,NA,NA
0,2100,טירת כרמל,TIRAT KARMEL,5,5,5,4973.39996046299,0.126432547307683,767,6,5,6,4834.9368201018688,0.1647264484466717,736,NA,NA,NA
0,2100,טירת כרמל,TIRAT KARMEL,5,5,6,3682.0767433068,0.140463492092264,774,6,6,6,3705.842607116514,0.2667835752139175,802,NA,NA,NA
0,2100,טירת כרמל,TIRAT KARMEL,5,5,1,1685.57026194368,0.393889725013665,930,6,6,6,1695.3081061690718,0.3931519120481379,885,NA,NA,NA
0,2100,טירת כרמל,TIRAT KARMEL,5,5,2,4023.62569040477,0.965259933292253,1217,7,8,7,566.27522789592899,0.9551748263225687,1186,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,6,5026.87361865125,-0.359824635320495,448,5,4,4,4940.0753743733621,-0.3301796106195801,439,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,5,4240.44868131641,-0.26796928201701,504,5,4,4,4172.9360782120284,-0.2171933942636587,498,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,4,4809.48229507268,-0.255221351976166,521,5,4,4,4768.2848409954913,-0.1970737698323975,503,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,7,4483.89615211171,-0.180066749901804,562,5,4,5,4470.1231603976266,-0.14738440996106228,534,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,1,599.75461277832,0.626928456574096,1047,7,7,7,578.19813843492489,0.7096524433895625,1065,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,8,6680.63691564356,0.704282686720229,1086,7,7,7,6732.5653694613175,0.7330253583329486,1074,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,9,15038.2707726969,0.932694352802364,1190,7,8,8,9862.34467132188,0.9816027576841146,1202,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,2,4233.75087150424,1.38907888177872,1414,9,9,8,4310.5318633919342,1.5289974236987767,1451,NA,NA,NA
0,2660,יבנה,YAVNE,7,7,3,2471.54227478141,1.980835198499,1594,10,10,9,2478.6658740739099,2.212691436113334,1600,NA,NA,NA
0,9400,יהוד,YEHUD,7,8,3,2572.01189369844,0.0039757817240259,673,5,5,5,2656.4786079992573,-0.03129964056810882,593,NA,NA,NA
0,9400,יהוד,YEHUD,7,8,5,3321.78489848893,0.548249716878308,1009,7,7,7,3406.0642982376739,0.5497666284912861,977,NA,NA,NA
0,9400,יהוד,YEHUD,7,8,4,8177.61395484285,0.582125064691905,1024,7,7,7,7220.0979191444276,0.5673665867021744,985,NA,NA,NA
0,9400,יהוד,YEHUD,7,8,1,3404.51618720488,1.09764273938782,1273,8,8,8,3473.0220609789194,1.1476271128719826,1287,NA,NA,NA
0,9400,יהוד,YEHUD,7,8,6,3439.35182845413,1.12984538287,1288,8,8,8,3428.671721247611,1.1470803887996397,1285,NA,NA,NA
0,9400,יהוד,YEHUD,7,8,8,3330.37169863876,1.70225166684604,1517,9,9,9,3112.3005627160501,1.672216266872366,1500,NA,NA,NA
0,9400,יהוד,YEHUD,7,8,7,5680.15388575547,1.76014797763656,1535,9,9,9,5847.7645357752363,1.7785335969194465,1531,NA,NA,NA
0,240,יקנעם עילית,YOQNE'AM ILLIT,7,7,3,1875.45427329264,-0.795890991414669,309,3,3,3,1974.0790266716226,-0.6642129496439415,307,NA,NA,NA
0,240,יקנעם עילית,YOQNE'AM ILLIT,7,7,1,2155.35686679197,0.0425785481000208,700,5,5,5,2135.2609726265359,-0.0024834559479334655,619,NA,NA,NA
0,240,יקנעם עילית,YOQNE'AM ILLIT,7,7,4,4707.32013867165,0.325597614675715,892,6,6,6,4942.5782936106498,0.4874262473575628,943,NA,NA,NA
